Product ID,Product Name,Category,Quantity in Stock,Unit Price,Supplier,Order Date,Delivery Date,Region,Sales
P6441,Product E,Category 3,228,63.75,Supplier 2,2025-01-11 09:36:37.543926,2024-10-28 09:36:37.553537,North,3035.52
P8935,Product C,Category 4,290,76.39,Supplier 2,2024-09-19 09:36:37.543929,2024-07-07 09:36:37.553540,South,2362.27
P6336,Product A,Category 2,447,16.65,Supplier 2,2024-03-04 09:36:37.543932,2025-01-04 09:36:37.553543,North,4748.77
P8718,Product C,Category 4,257,47.35,Supplier 3,2024-07-19 09:36:37.543935,2024-09-25 09:36:37.553546,North,4852.22
P1048,Product D,Category 4,376,46.07,Supplier 4,2024-08-20 09:36:37.543938,2024-12-08 09:36:37.553549,West,2163.18
P1425,Product A,Category 1,234,96.92,Supplier 1,2024-08-17 09:36:37.543941,2024-10-24 09:36:37.553552,North,1069.53
P3863,Product E,Category 2,39,92.44,Supplier 3,2024-05-16 09:36:37.543944,2024-02-28 09:36:37.553555,West,4185.63
P8986,Product D,Category 3,18,49.1,Supplier 4,2024-12-26 09:36:37.543948,2024-10-27 09:36:37.553558,East,4766.08
P9998,Product E,Category 1,205,19.44,Supplier 4,2024-04-30 09:36:37.543951,2024-03-03 09:36:37.553561,West,2969.18
P4185,Product C,Category 3,368,35.04,Supplier 2,2024-11-20 09:36:37.543954,2024-08-07 09:36:37.553563,West,4409.82
P5749,Product C,Category 3,39,85.54,Supplier 1,2024-07-11 09:36:37.543956,2024-02-14 09:36:37.553566,North,4545.1
P5877,Product C,Category 1,101,48.16,Supplier 2,2024-11-18 09:36:37.543959,2024-05-21 09:36:37.553569,South,2086.18
P5938,Product A,Category 4,196,76.83,Supplier 3,2024-05-21 09:36:37.543962,2024-03-25 09:36:37.553571,South,1624.4
P3326,Product D,Category 1,281,88.19,Supplier 1,2024-07-24 09:36:37.543964,2024-12-22 09:36:37.553573,East,2043.25
P2188,Product E,Category 4,473,90.77,Supplier 4,2024-05-17 09:36:37.543966,2024-11-23 09:36:37.553574,West,3499.72
P9098,Product A,Category 4,431,61.11,Supplier 1,2024-08-04 09:36:37.543967,2024-01-25 09:36:37.553576,East,4890.28
P8561,Product A,Category 3,397,38.03,Supplier 4,2024-03-31 09:36:37.543969,2024-05-29 09:36:37.553578,South,2197.9
P2323,Product A,Category 2,76,48.28,Supplier 4,2025-01-12 09:36:37.543971,2024-06-30 09:36:37.553579,South,1208.25
P9634,Product B,Category 4,158,75.66,Supplier 1,2024-05-05 09:36:37.543972,2025-01-04 09:36:37.553581,East,2045.02
P7059,Product A,Category 4,183,21.87,Supplier 2,2024-11-11 09:36:37.543974,2024-12-31 09:36:37.553582,North,2210.14
P8167,Product C,Category 2,344,81.99,Supplier 4,2024-05-14 09:36:37.543976,2025-01-12 09:36:37.553584,North,1417.84
P3937,Product D,Category 4,233,35.38,Supplier 3,2024-02-15 09:36:37.543977,2024-12-11 09:36:37.553585,East,1358.19
P8242,Product E,Category 1,441,26.53,Supplier 2,2024-07-11 09:36:37.543979,2024-12-19 09:36:37.553587,West,4721.98
P8630,Product B,Category 2,210,27.81,Supplier 2,2024-07-24 09:36:37.543981,2024-04-26 09:36:37.553588,West,4187.26
P2674,Product B,Category 4,2,73.26,Supplier 3,2025-01-01 09:36:37.543982,2024-10-08 09:36:37.553590,East,4968.69
P9311,Product A,Category 4,187,32.04,Supplier 2,2024-05-13 09:36:37.543984,2024-11-09 09:36:37.553592,West,1993.75
P1121,Product A,Category 2,438,16.5,Supplier 4,2024-09-03 09:36:37.543986,2024-03-01 09:36:37.553593,West,3421.11
P8419,Product C,Category 3,305,67.42,Supplier 2,2024-04-05 09:36:37.543987,2024-05-01 09:36:37.553595,West,3656.94
P1631,Product E,Category 2,464,68.87,Supplier 4,2024-08-02 09:36:37.543989,2024-03-19 09:36:37.553596,North,3398.53
P2267,Product A,Category 2,495,61.62,Supplier 2,2024-01-20 09:36:37.543991,2024-03-16 09:36:37.553598,North,1789.8
P8075,Product B,Category 1,437,46.07,Supplier 1,2024-04-07 09:36:37.543992,2024-06-14 09:36:37.553600,South,2502.25
P2485,Product E,Category 2,287,41.78,Supplier 4,2024-10-12 09:36:37.543994,2024-10-23 09:36:37.553602,East,3591.02
P9892,Product C,Category 2,406,89.87,Supplier 3,2024-08-30 09:36:37.543996,2024-11-08 09:36:37.553603,South,4443.03
P4274,Product A,Category 2,159,66.23,Supplier 3,2024-10-19 09:36:37.543997,2024-04-06 09:36:37.553605,North,2934.87
P4743,Product C,Category 3,450,73.45,Supplier 1,2024-02-07 09:36:37.543999,2024-10-07 09:36:37.553607,West,4358.94
P2249,Product A,Category 3,296,63.59,Supplier 4,2024-07-04 09:36:37.544001,2024-11-02 09:36:37.553608,West,3883.19
P5957,Product B,Category 2,26,76.8,Supplier 4,2024-04-09 09:36:37.544002,2024-06-30 09:36:37.553610,North,3952.77
P1582,Product A,Category 2,156,97.86,Supplier 4,2025-01-03 09:36:37.544004,2024-11-22 09:36:37.553611,South,2601.19
P4831,Product A,Category 3,202,24.26,Supplier 4,2024-06-19 09:36:37.544005,2024-04-13 09:36:37.553614,North,3732.67
P5256,Product A,Category 1,256,72.96,Supplier 1,2024-11-30 09:36:37.544007,2024-12-03 09:36:37.553616,East,3889.32
P6828,Product C,Category 3,43,65.71,Supplier 1,2024-12-07 09:36:37.544009,2024-10-24 09:36:37.553618,North,1299.35
P8420,Product B,Category 1,268,37.78,Supplier 1,2025-01-03 09:36:37.544010,2024-04-25 09:36:37.553619,East,4647.15
P7970,Product B,Category 2,263,21.7,Supplier 3,2024-06-11 09:36:37.544012,2024-07-07 09:36:37.553621,North,4997.03
P7322,Product D,Category 1,315,55.96,Supplier 4,2024-10-02 09:36:37.544014,2024-02-13 09:36:37.553623,North,2474.14
P2666,Product B,Category 3,232,31.21,Supplier 1,2024-04-28 09:36:37.544015,2024-01-18 09:36:37.553624,South,2306.13
P5512,Product E,Category 4,241,89.32,Supplier 4,2024-07-19 09:36:37.544017,2024-02-07 09:36:37.553626,South,3065.98
P2618,Product B,Category 1,75,17.46,Supplier 3,2024-06-11 09:36:37.544019,2024-01-21 09:36:37.553628,West,3938.63
P4269,Product B,Category 1,394,19.16,Supplier 4,2024-04-13 09:36:37.544020,2024-02-22 09:36:37.553629,West,1784.62
P2192,Product C,Category 4,263,74.81,Supplier 1,2024-03-24 09:36:37.544022,2024-05-23 09:36:37.553631,East,3756.91
P7721,Product C,Category 1,155,74.9,Supplier 1,2024-07-12 09:36:37.544024,2024-11-10 09:36:37.553633,West,3730.63
P7366,Product D,Category 4,256,80.22,Supplier 1,2024-04-25 09:36:37.544025,2024-03-28 09:36:37.553634,East,2351.17
P3274,Product E,Category 4,223,78.59,Supplier 1,2024-12-24 09:36:37.544027,2024-06-01 09:36:37.553636,West,4744.62
P3936,Product B,Category 4,19,32.98,Supplier 1,2024-12-18 09:36:37.544029,2024-08-08 09:36:37.553637,North,3791.57
P9449,Product B,Category 1,214,10.47,Supplier 1,2024-10-15 09:36:37.544031,2024-03-22 09:36:37.553639,West,1341.09
P5199,Product E,Category 2,130,75.99,Supplier 2,2024-05-31 09:36:37.544032,2024-05-30 09:36:37.553641,South,1323.49
P4464,Product B,Category 4,380,81.77,Supplier 2,2024-10-26 09:36:37.544034,2024-11-04 09:36:37.553642,North,3445.38
P4946,Product B,Category 2,356,71.11,Supplier 3,2024-12-23 09:36:37.544036,2024-02-11 09:36:37.553644,North,4820.62
P6033,Product C,Category 4,360,71.92,Supplier 2,2024-10-02 09:36:37.544038,2024-10-20 09:36:37.553645,East,1399.52
P2871,Product B,Category 1,425,50.42,Supplier 2,2024-07-05 09:36:37.544041,2025-01-12 09:36:37.553647,West,3995.55
P4429,Product D,Category 3,454,79.49,Supplier 1,2024-06-18 09:36:37.544043,2024-03-22 09:36:37.553649,East,3832.41
P1046,Product E,Category 2,412,24.9,Supplier 4,2024-10-02 09:36:37.544047,2024-12-11 09:36:37.553650,North,4741.63
P9327,Product C,Category 1,143,91.57,Supplier 3,2024-08-19 09:36:37.544049,2024-12-06 09:36:37.553652,South,3740.21
P1514,Product E,Category 4,340,75.66,Supplier 3,2024-10-22 09:36:37.544052,2024-05-06 09:36:37.553653,South,2142.02
P2583,Product C,Category 3,371,50.3,Supplier 3,2024-03-24 09:36:37.544055,2024-06-12 09:36:37.553655,North,2779.36
P4851,Product D,Category 1,57,18.38,Supplier 3,2024-12-29 09:36:37.544058,2024-09-26 09:36:37.553657,South,4975.13
P6994,Product D,Category 2,297,82.13,Supplier 3,2024-08-30 09:36:37.544060,2024-06-28 09:36:37.553658,North,4258.57
P9167,Product B,Category 3,118,77.69,Supplier 2,2024-12-17 09:36:37.544062,2025-01-11 09:36:37.553660,South,4203.4
P6757,Product D,Category 3,273,97.3,Supplier 3,2024-03-08 09:36:37.544063,2024-07-02 09:36:37.553661,South,1606.44
P1546,Product B,Category 3,424,58.36,Supplier 1,2024-05-24 09:36:37.544065,2024-08-23 09:36:37.553663,East,1032.07
P5754,Product B,Category 2,151,37.02,Supplier 3,2025-01-11 09:36:37.544067,2024-03-11 09:36:37.553664,North,2091.81
P9381,Product C,Category 3,332,94.74,Supplier 2,2024-08-28 09:36:37.544069,2024-10-09 09:36:37.553666,East,2939.71
P8191,Product B,Category 1,50,55.84,Supplier 2,2024-10-09 09:36:37.544070,2024-12-12 09:36:37.553668,West,4195.78
P3427,Product B,Category 4,316,47.33,Supplier 2,2024-12-26 09:36:37.544072,2024-08-27 09:36:37.553669,West,3497.0
P5193,Product E,Category 1,474,68.62,Supplier 1,2024-09-05 09:36:37.544073,2024-03-22 09:36:37.553671,East,1041.13
P6796,Product B,Category 3,92,21.08,Supplier 1,2024-05-05 09:36:37.544075,2024-07-03 09:36:37.553673,East,4983.83
P3455,Product C,Category 3,97,30.53,Supplier 2,2024-05-02 09:36:37.544077,2024-09-07 09:36:37.553681,South,4412.5
P7106,Product C,Category 3,462,32.39,Supplier 4,2024-08-02 09:36:37.544079,2024-12-10 09:36:37.553683,North,2783.36
P3409,Product E,Category 4,300,10.11,Supplier 4,2024-03-20 09:36:37.544080,2024-05-14 09:36:37.553685,West,4162.23
P2803,Product A,Category 4,52,97.97,Supplier 4,2024-07-30 09:36:37.544082,2024-04-01 09:36:37.553686,East,3289.31
P3055,Product C,Category 2,168,86.46,Supplier 1,2024-08-13 09:36:37.544084,2024-08-02 09:36:37.553688,West,3799.97
P6281,Product B,Category 4,457,74.8,Supplier 1,2024-09-12 09:36:37.544085,2024-04-25 09:36:37.553690,East,3217.82
P9651,Product C,Category 4,445,34.52,Supplier 4,2024-05-08 09:36:37.544087,2024-03-27 09:36:37.553692,South,2311.31
P4261,Product A,Category 2,265,53.47,Supplier 2,2024-02-26 09:36:37.544088,2024-07-18 09:36:37.553694,North,1406.74
P9050,Product A,Category 4,124,50.44,Supplier 1,2024-04-23 09:36:37.544090,2024-10-05 09:36:37.553695,East,4400.89
P1917,Product C,Category 1,281,57.28,Supplier 4,2024-07-18 09:36:37.544092,2024-03-30 09:36:37.553697,West,2454.28
P3081,Product A,Category 4,439,63.0,Supplier 4,2024-07-31 09:36:37.544093,2024-04-11 09:36:37.553698,South,4171.79
P9654,Product B,Category 2,358,54.87,Supplier 3,2024-08-20 09:36:37.544095,2024-05-08 09:36:37.553700,East,1409.74
P6941,Product D,Category 4,37,99.17,Supplier 1,2024-11-22 09:36:37.544096,2024-10-12 09:36:37.553702,West,1974.95
P9898,Product A,Category 3,298,21.06,Supplier 1,2025-01-02 09:36:37.544098,2024-08-07 09:36:37.553703,South,4913.28
P9464,Product C,Category 4,485,34.11,Supplier 2,2024-05-25 09:36:37.544100,2024-02-29 09:36:37.553705,North,2783.05
P1141,Product E,Category 1,488,77.69,Supplier 2,2024-08-24 09:36:37.544101,2024-10-25 09:36:37.553707,West,4652.08
P2652,Product A,Category 1,395,43.33,Supplier 4,2024-10-30 09:36:37.544103,2024-02-02 09:36:37.553708,South,4614.05
P5322,Product D,Category 2,104,12.52,Supplier 4,2024-05-29 09:36:37.544104,2024-06-30 09:36:37.553710,North,4405.62
P8195,Product C,Category 2,431,36.69,Supplier 4,2024-04-10 09:36:37.544106,2024-07-07 09:36:37.553711,South,1017.31
P2601,Product B,Category 3,274,49.19,Supplier 2,2024-05-05 09:36:37.544108,2025-01-02 09:36:37.553713,East,3754.55
P5050,Product D,Category 4,406,17.7,Supplier 4,2025-01-14 09:36:37.544109,2024-03-18 09:36:37.553714,North,4735.15
P6161,Product B,Category 4,209,23.49,Supplier 3,2024-05-30 09:36:37.544111,2024-10-27 09:36:37.553716,East,1119.64
P4421,Product D,Category 3,467,44.75,Supplier 3,2025-01-09 09:36:37.544113,2024-02-16 09:36:37.553718,East,4148.25
P7906,Product E,Category 3,144,19.43,Supplier 2,2024-06-16 09:36:37.544114,2024-07-01 09:36:37.553720,West,2616.6
P9132,Product C,Category 3,34,84.78,Supplier 1,2024-04-01 09:36:37.544116,2024-12-24 09:36:37.553721,East,2461.61
P8049,Product C,Category 4,400,11.97,Supplier 4,2024-10-22 09:36:37.544117,2024-10-16 09:36:37.553723,West,4634.49
P2178,Product D,Category 4,406,60.67,Supplier 1,2024-07-08 09:36:37.544119,2024-05-06 09:36:37.553724,East,1981.85
P3797,Product A,Category 2,3,47.51,Supplier 1,2024-08-10 09:36:37.544121,2024-08-10 09:36:37.553726,East,1179.3
P7612,Product C,Category 3,457,88.38,Supplier 4,2024-09-14 09:36:37.544122,2025-01-12 09:36:37.553728,North,3629.33
P7086,Product D,Category 1,412,48.4,Supplier 1,2024-07-18 09:36:37.544124,2024-06-19 09:36:37.553729,South,2649.76
P9376,Product A,Category 3,99,45.53,Supplier 2,2024-10-07 09:36:37.544125,2024-10-20 09:36:37.553731,West,4080.54
P4332,Product D,Category 2,82,33.7,Supplier 4,2024-11-28 09:36:37.544127,2024-02-24 09:36:37.553732,South,2560.8
P2533,Product C,Category 2,68,26.07,Supplier 3,2024-06-11 09:36:37.544129,2024-12-20 09:36:37.553734,West,4230.93
P2579,Product D,Category 2,284,46.67,Supplier 3,2024-10-19 09:36:37.544130,2025-01-06 09:36:37.553736,East,2050.96
P9383,Product B,Category 2,137,19.66,Supplier 3,2024-05-21 09:36:37.544132,2024-02-11 09:36:37.553737,East,4060.99
P9424,Product D,Category 4,281,17.12,Supplier 1,2024-11-15 09:36:37.544133,2024-09-07 09:36:37.553739,South,3664.05
P5477,Product C,Category 4,242,99.51,Supplier 3,2024-07-24 09:36:37.544135,2024-07-14 09:36:37.553740,West,4682.27
P7242,Product B,Category 1,104,51.12,Supplier 4,2024-12-12 09:36:37.544136,2024-11-23 09:36:37.553742,East,3349.94
P6506,Product D,Category 1,316,53.82,Supplier 2,2024-04-20 09:36:37.544138,2025-01-13 09:36:37.553744,North,3153.99
P3344,Product D,Category 1,478,50.37,Supplier 4,2025-01-03 09:36:37.544140,2024-07-30 09:36:37.553745,South,2831.65
P8668,Product D,Category 3,44,73.44,Supplier 3,2024-08-31 09:36:37.544141,2024-07-06 09:36:37.553747,East,3138.91
P1620,Product C,Category 4,342,16.78,Supplier 4,2024-09-06 09:36:37.544143,2024-11-04 09:36:37.553749,East,2168.14
P3566,Product C,Category 3,490,21.23,Supplier 1,2024-06-15 09:36:37.544145,2024-04-17 09:36:37.553751,South,1499.1
P4689,Product D,Category 1,247,12.38,Supplier 4,2024-04-17 09:36:37.544146,2024-10-02 09:36:37.553754,West,1861.59
P8609,Product D,Category 3,235,48.96,Supplier 1,2024-11-09 09:36:37.544148,2024-04-23 09:36:37.553757,North,3772.19
P3409,Product C,Category 3,193,37.49,Supplier 1,2024-08-18 09:36:37.544150,2024-01-27 09:36:37.553760,West,1889.79
P6158,Product C,Category 2,98,22.4,Supplier 2,2024-12-02 09:36:37.544151,2024-05-13 09:36:37.553762,North,4675.35
P5192,Product C,Category 2,297,85.47,Supplier 2,2024-02-23 09:36:37.544153,2024-04-22 09:36:37.553765,West,1766.55
P3887,Product C,Category 4,293,40.56,Supplier 3,2024-04-29 09:36:37.544154,2024-10-28 09:36:37.553768,North,2953.74
P7442,Product E,Category 1,439,69.37,Supplier 4,2024-03-03 09:36:37.544156,2024-07-17 09:36:37.553770,South,2439.48
P1031,Product C,Category 3,437,46.46,Supplier 4,2024-05-29 09:36:37.544158,2024-09-21 09:36:37.553773,North,3128.93
P1606,Product D,Category 2,423,86.8,Supplier 2,2024-08-16 09:36:37.544159,2024-05-19 09:36:37.553775,East,2544.62
P8151,Product D,Category 3,383,84.3,Supplier 3,2024-07-15 09:36:37.544161,2024-05-25 09:36:37.553777,South,2430.14
P5845,Product D,Category 2,293,73.64,Supplier 2,2024-11-21 09:36:37.544163,2024-11-22 09:36:37.553779,South,3723.99
P6082,Product E,Category 2,268,45.76,Supplier 3,2024-07-21 09:36:37.544164,2025-01-01 09:36:37.553780,South,3979.46
P9977,Product B,Category 2,274,67.67,Supplier 4,2024-08-21 09:36:37.544166,2024-02-21 09:36:37.553782,East,2591.27
P5126,Product E,Category 3,190,63.91,Supplier 2,2024-05-18 09:36:37.544167,2024-02-23 09:36:37.553784,South,1886.37
P5225,Product D,Category 3,64,81.71,Supplier 3,2024-06-10 09:36:37.544169,2024-08-07 09:36:37.553785,North,2350.74
P8948,Product A,Category 3,49,89.22,Supplier 4,2024-10-22 09:36:37.544171,2025-01-11 09:36:37.553787,South,2831.41
P7027,Product D,Category 1,103,81.38,Supplier 4,2024-05-31 09:36:37.544172,2024-04-13 09:36:37.553788,West,1102.88
P8571,Product A,Category 3,284,27.12,Supplier 2,2024-01-23 09:36:37.544174,2024-09-05 09:36:37.553790,East,2868.43
P3404,Product E,Category 1,58,24.15,Supplier 2,2024-11-10 09:36:37.544176,2024-05-14 09:36:37.553791,South,3532.49
P9909,Product A,Category 1,440,33.29,Supplier 4,2024-10-18 09:36:37.544177,2024-01-27 09:36:37.553793,North,1535.82
P3838,Product A,Category 4,234,36.18,Supplier 1,2024-04-28 09:36:37.544179,2024-03-05 09:36:37.553795,North,2949.79
P2521,Product C,Category 1,490,17.49,Supplier 1,2024-07-08 09:36:37.544181,2024-04-13 09:36:37.553797,East,3504.71
P6248,Product B,Category 3,495,47.11,Supplier 1,2024-08-24 09:36:37.544182,2024-03-19 09:36:37.553798,West,3962.52
P6204,Product C,Category 1,156,35.05,Supplier 2,2024-10-26 09:36:37.544184,2024-04-16 09:36:37.553800,South,2839.65
P8886,Product D,Category 4,308,83.76,Supplier 2,2024-03-29 09:36:37.544185,2024-12-11 09:36:37.553802,West,4404.94
P1130,Product E,Category 1,297,94.31,Supplier 2,2024-04-07 09:36:37.544187,2024-11-13 09:36:37.553803,West,1783.71
P5999,Product A,Category 3,119,81.97,Supplier 2,2024-11-06 09:36:37.544189,2024-09-07 09:36:37.553805,West,2738.63
P1386,Product A,Category 1,77,17.38,Supplier 2,2024-09-04 09:36:37.544190,2024-02-16 09:36:37.553806,North,2404.29
P4899,Product B,Category 3,5,27.96,Supplier 2,2024-11-22 09:36:37.544192,2024-11-15 09:36:37.553808,East,3134.49
P4105,Product B,Category 4,200,56.21,Supplier 1,2024-05-05 09:36:37.544193,2024-03-01 09:36:37.553810,East,2941.0
P5315,Product E,Category 4,323,32.44,Supplier 4,2024-04-17 09:36:37.544195,2024-11-24 09:36:37.553811,South,2056.6
P4589,Product E,Category 4,367,86.63,Supplier 1,2024-05-22 09:36:37.544197,2024-10-29 09:36:37.553813,South,1940.68
P6727,Product E,Category 4,334,37.47,Supplier 4,2024-09-07 09:36:37.544198,2024-11-10 09:36:37.553815,South,4943.75
P7134,Product B,Category 2,53,83.95,Supplier 1,2024-12-21 09:36:37.544200,2024-09-26 09:36:37.553816,West,1799.59
P4650,Product B,Category 4,97,31.23,Supplier 1,2024-09-07 09:36:37.544202,2024-11-10 09:36:37.553818,East,3444.79
P3172,Product C,Category 3,375,81.84,Supplier 2,2024-12-24 09:36:37.544203,2024-01-23 09:36:37.553819,North,2649.75
P9424,Product E,Category 3,144,29.0,Supplier 3,2024-02-03 09:36:37.544205,2024-04-30 09:36:37.553821,North,1237.39
P8098,Product D,Category 1,291,78.04,Supplier 3,2024-09-08 09:36:37.544206,2024-10-08 09:36:37.553823,South,4820.7
P1818,Product A,Category 4,163,33.95,Supplier 3,2024-11-01 09:36:37.544208,2024-01-29 09:36:37.553824,South,2259.2
P3590,Product A,Category 3,69,51.39,Supplier 4,2024-01-25 09:36:37.544210,2024-12-12 09:36:37.553826,East,1825.47
P9609,Product E,Category 2,39,58.72,Supplier 3,2024-02-16 09:36:37.544211,2024-09-24 09:36:37.553828,East,2877.49
P3970,Product E,Category 1,67,60.41,Supplier 4,2024-04-03 09:36:37.544213,2024-10-30 09:36:37.553829,South,3431.38
P8684,Product B,Category 4,395,26.63,Supplier 2,2024-05-10 09:36:37.544215,2024-04-25 09:36:37.553835,North,3954.83
P3025,Product A,Category 1,371,76.67,Supplier 1,2024-10-21 09:36:37.544217,2024-07-19 09:36:37.553837,West,4055.94
P2795,Product A,Category 1,150,33.46,Supplier 2,2024-08-29 09:36:37.544218,2024-04-15 09:36:37.553838,West,1089.08
P6264,Product E,Category 1,220,87.27,Supplier 3,2024-04-20 09:36:37.544220,2024-01-31 09:36:37.553840,West,4113.11
P1627,Product C,Category 3,459,41.09,Supplier 2,2024-12-10 09:36:37.544222,2024-01-21 09:36:37.553841,North,2340.35
P8606,Product A,Category 2,33,59.91,Supplier 1,2024-09-15 09:36:37.544223,2024-11-24 09:36:37.553843,South,3748.52
P3583,Product B,Category 4,449,12.49,Supplier 1,2024-12-06 09:36:37.544226,2024-06-09 09:36:37.553845,South,4698.93
P3647,Product A,Category 4,473,63.1,Supplier 4,2024-10-04 09:36:37.544229,2024-03-04 09:36:37.553846,East,3157.71
P5015,Product B,Category 1,70,38.25,Supplier 4,2024-10-27 09:36:37.544231,2024-06-30 09:36:37.553848,North,1849.51
P9654,Product A,Category 2,14,93.88,Supplier 1,2024-12-08 09:36:37.544234,2024-06-15 09:36:37.553850,West,4065.73
P7669,Product B,Category 4,424,12.93,Supplier 4,2024-02-13 09:36:37.544237,2024-04-24 09:36:37.553851,West,3888.14
P5783,Product C,Category 1,280,33.62,Supplier 2,2024-03-30 09:36:37.544240,2024-09-30 09:36:37.553853,East,4488.81
P9797,Product B,Category 1,1,13.29,Supplier 3,2024-11-26 09:36:37.544243,2024-05-15 09:36:37.553854,East,3677.46
P9969,Product C,Category 4,152,48.22,Supplier 1,2024-04-14 09:36:37.544245,2024-04-25 09:36:37.553856,South,4398.93
P8827,Product D,Category 3,261,90.4,Supplier 3,2024-04-14 09:36:37.544248,2024-07-09 09:36:37.553857,West,2340.1
P3419,Product D,Category 4,487,40.7,Supplier 4,2024-06-03 09:36:37.544251,2024-04-22 09:36:37.553859,West,4879.27
P1532,Product E,Category 4,398,89.24,Supplier 2,2024-07-20 09:36:37.544253,2024-02-02 09:36:37.553861,West,4163.92
P1668,Product B,Category 4,237,82.86,Supplier 3,2024-06-03 09:36:37.544256,2025-01-16 09:36:37.553862,North,1397.26
P9090,Product D,Category 4,216,39.82,Supplier 1,2024-10-03 09:36:37.544259,2024-12-25 09:36:37.553864,North,1532.75
P2710,Product B,Category 1,3,19.84,Supplier 4,2024-07-02 09:36:37.544262,2024-07-31 09:36:37.553866,South,2600.84
P3776,Product A,Category 1,418,78.99,Supplier 1,2024-11-03 09:36:37.544265,2024-03-23 09:36:37.553867,South,3045.13
P6996,Product D,Category 1,46,90.16,Supplier 2,2024-12-31 09:36:37.544268,2024-05-08 09:36:37.553869,East,4968.92
P2889,Product B,Category 4,315,35.57,Supplier 1,2024-10-13 09:36:37.544271,2024-03-08 09:36:37.553871,South,1206.47
P5900,Product C,Category 4,486,36.26,Supplier 2,2024-08-27 09:36:37.544274,2024-07-12 09:36:37.553873,South,2725.43
P2527,Product B,Category 1,411,41.26,Supplier 4,2025-01-11 09:36:37.544277,2024-08-14 09:36:37.553875,East,4265.65
P2506,Product B,Category 1,470,64.05,Supplier 2,2024-06-23 09:36:37.544280,2024-02-09 09:36:37.553876,North,2433.11
P7552,Product C,Category 2,248,38.41,Supplier 3,2024-05-02 09:36:37.544283,2024-10-04 09:36:37.553878,South,2017.38
P2549,Product A,Category 2,175,31.27,Supplier 3,2024-10-10 09:36:37.544286,2025-01-14 09:36:37.553880,North,4620.67
P7540,Product E,Category 3,437,32.76,Supplier 3,2024-05-29 09:36:37.544289,2024-08-24 09:36:37.553881,East,2142.38
P3512,Product C,Category 3,500,61.78,Supplier 3,2024-06-07 09:36:37.544292,2024-12-10 09:36:37.553883,West,1403.37
P2437,Product B,Category 2,338,60.62,Supplier 1,2024-07-07 09:36:37.544294,2024-05-11 09:36:37.553885,North,2509.48
P4290,Product D,Category 3,260,32.97,Supplier 1,2024-08-09 09:36:37.544296,2024-12-31 09:36:37.553886,South,2485.57
P4456,Product A,Category 1,116,61.22,Supplier 4,2024-03-05 09:36:37.544298,2024-12-13 09:36:37.553888,West,4340.62
P2248,Product C,Category 4,190,47.99,Supplier 1,2024-12-26 09:36:37.544299,2024-03-03 09:36:37.553889,South,3385.25
P1734,Product B,Category 2,293,17.11,Supplier 3,2024-07-13 09:36:37.544301,2024-05-27 09:36:37.553891,East,2352.6
P6989,Product D,Category 2,387,29.03,Supplier 2,2024-04-25 09:36:37.544303,2024-02-28 09:36:37.553893,West,1880.07
P4331,Product A,Category 2,307,36.48,Supplier 2,2024-10-08 09:36:37.544304,2024-10-29 09:36:37.553894,East,2517.44
P7924,Product C,Category 2,112,79.52,Supplier 1,2024-06-06 09:36:37.544306,2024-05-25 09:36:37.553896,West,4570.59
P4801,Product B,Category 3,45,67.11,Supplier 2,2024-05-28 09:36:37.544307,2024-06-07 09:36:37.553897,South,4701.88
P7396,Product D,Category 3,113,51.76,Supplier 2,2024-05-05 09:36:37.544309,2024-06-16 09:36:37.553899,East,2973.55
P6225,Product C,Category 3,168,26.31,Supplier 1,2024-03-18 09:36:37.544311,2024-09-24 09:36:37.553901,North,2769.87
P9719,Product A,Category 2,9,85.79,Supplier 4,2024-10-03 09:36:37.544313,2024-08-22 09:36:37.553902,West,4855.0
P6172,Product A,Category 4,413,35.78,Supplier 1,2024-07-08 09:36:37.544314,2024-03-28 09:36:37.553904,East,2120.97
P6968,Product D,Category 3,45,59.5,Supplier 1,2024-03-03 09:36:37.544316,2024-09-08 09:36:37.553905,West,2832.79
P1727,Product A,Category 2,106,20.91,Supplier 2,2024-07-12 09:36:37.544317,2025-01-13 09:36:37.553907,North,3936.64
P5999,Product E,Category 4,54,66.8,Supplier 3,2024-08-12 09:36:37.544319,2024-12-20 09:36:37.553908,South,3181.25
P7871,Product E,Category 2,381,79.7,Supplier 4,2024-03-15 09:36:37.544320,2024-12-07 09:36:37.553910,South,1636.77
P8046,Product A,Category 4,91,10.01,Supplier 3,2024-05-17 09:36:37.544322,2024-08-15 09:36:37.553912,West,1271.82
P2414,Product B,Category 1,245,42.11,Supplier 4,2024-12-20 09:36:37.544324,2024-02-22 09:36:37.553913,West,2776.99
P2318,Product C,Category 3,12,48.12,Supplier 2,2024-10-17 09:36:37.544325,2024-01-19 09:36:37.553915,East,4787.52
P8932,Product B,Category 1,454,18.98,Supplier 3,2024-10-30 09:36:37.544327,2024-03-20 09:36:37.553917,East,1262.79
P4570,Product B,Category 2,100,50.36,Supplier 2,2024-06-02 09:36:37.544329,2024-06-20 09:36:37.553918,West,3626.91
P8295,Product D,Category 2,388,19.24,Supplier 3,2024-02-09 09:36:37.544331,2024-07-16 09:36:37.553920,East,1774.99
P2477,Product E,Category 1,32,93.68,Supplier 3,2024-01-20 09:36:37.544332,2024-03-30 09:36:37.553922,North,1284.34
